id,algo,strategy,run_id,start_mode,best_fitness,final_cash,test_final_cash,epoch_count,runtime_ms,early_stopped,best_params,hyperparams
0,pso,sma,7,fixed,-807.599450435361,807.599450435361,1055.2952186726,51,5635.22961000126,False,"{""short_window"": 7.915071207493874, ""long_window"": 153.21630048576702}","{""pop_size"": 100, ""max_iter"": 50, ""w_max"": 0.9, ""w_min"": 0.4, ""c1"": 2, ""c2"": 2}"
1,pso,sma,4,fixed,-821.963946782728,821.963946782728,617.367879785237,51,5663.76724600013,False,"{""short_window"": 22.201976566910293, ""long_window"": 60.69168935547207}","{""pop_size"": 100, ""max_iter"": 50, ""w_max"": 0.9, ""w_min"": 0.4, ""c1"": 2, ""c2"": 2}"
2,pso,sma,3,fixed,-931.175318631482,931.175318631482,1153.51007806138,51,5824.43412499924,False,"{""short_window"": 46.84114988936278, ""long_window"": 200.0}","{""pop_size"": 100, ""max_iter"": 50, ""w_max"": 0.9, ""w_min"": 0.4, ""c1"": 2, ""c2"": 2}"
3,pso,sma,1,fixed,-932.49722762536,932.49722762536,1180.27572148885,51,5843.03375499985,False,"{""short_window"": 49.15522134691566, ""long_window"": 196.7548513415701}","{""pop_size"": 100, ""max_iter"": 50, ""w_max"": 0.9, ""w_min"": 0.4, ""c1"": 2, ""c2"": 2}"
4,pso,sma,5,fixed,-932.49722762536,932.49722762536,1180.27572148885,51,5843.30047000003,False,"{""short_window"": 48.77121524746005, ""long_window"": 197.4221165361696}","{""pop_size"": 100, ""max_iter"": 50, ""w_max"": 0.9, ""w_min"": 0.4, ""c1"": 2, ""c2"": 2}"
5,pso,sma,6,fixed,-931.175318631482,931.175318631482,1153.51007806138,51,5844.63444199901,False,"{""short_window"": 46.58079209107185, ""long_window"": 200.0}","{""pop_size"": 100, ""max_iter"": 50, ""w_max"": 0.9, ""w_min"": 0.4, ""c1"": 2, ""c2"": 2}"
6,pso,sma,8,fixed,-932.49722762536,932.49722762536,1180.27572148885,51,5842.75771400098,False,"{""short_window"": 49.4309169467408, ""long_window"": 197.01761797121986}","{""pop_size"": 100, ""max_iter"": 50, ""w_max"": 0.9, ""w_min"": 0.4, ""c1"": 2, ""c2"": 2}"
7,pso,sma,0,fixed,-932.49722762536,932.49722762536,1180.27572148885,51,5855.86849399988,False,"{""short_window"": 49.216818289797345, ""long_window"": 197.26360398911007}","{""pop_size"": 100, ""max_iter"": 50, ""w_max"": 0.9, ""w_min"": 0.4, ""c1"": 2, ""c2"": 2}"
8,pso,sma,2,fixed,-932.49722762536,932.49722762536,1180.27572148885,51,5863.811919,False,"{""short_window"": 49.09735602518557, ""long_window"": 197.21388208487784}","{""pop_size"": 100, ""max_iter"": 50, ""w_max"": 0.9, ""w_min"": 0.4, ""c1"": 2, ""c2"": 2}"
9,pso,sma,10,fixed,-932.49722762536,932.49722762536,1180.27572148885,51,5849.8423559995,False,"{""short_window"": 48.91814647020021, ""long_window"": 197.3078815710147}","{""pop_size"": 100, ""max_iter"": 50, ""w_max"": 0.9, ""w_min"": 0.4, ""c1"": 2, ""c2"": 2}"
10,pso,sma,9,fixed,-932.49722762536,932.49722762536,1180.27572148885,51,5855.45783899943,False,"{""short_window"": 48.74927243446371, ""long_window"": 197.26271692916555}","{""pop_size"": 100, ""max_iter"": 50, ""w_max"": 0.9, ""w_min"": 0.4, ""c1"": 2, ""c2"": 2}"
11,pso,sma,11,fixed,-932.49722762536,932.49722762536,1180.27572148885,51,5856.13032299989,False,"{""short_window"": 48.68516898325283, ""long_window"": 196.91278030309772}","{""pop_size"": 100, ""max_iter"": 50, ""w_max"": 0.9, ""w_min"": 0.4, ""c1"": 2, ""c2"": 2}"
12,pso,sma,12,fixed,-931.175318631482,931.175318631482,1153.51007806138,51,5865.82087699935,False,"{""short_window"": 46.99149240357204, ""long_window"": 200.0}","{""pop_size"": 100, ""max_iter"": 50, ""w_max"": 0.9, ""w_min"": 0.4, ""c1"": 2, ""c2"": 2}"
13,pso,sma,18,fixed,-807.599450435361,807.599450435361,1055.2952186726,51,5663.07005399904,False,"{""short_window"": 7.900806455891628, ""long_window"": 152.6402893948408}","{""pop_size"": 100, ""max_iter"": 50, ""w_max"": 0.9, ""w_min"": 0.4, ""c1"": 2, ""c2"": 2}"
14,pso,sma,13,fixed,-932.49722762536,932.49722762536,1180.27572148885,51,5873.99143999937,False,"{""short_window"": 49.45024686514194, ""long_window"": 196.88045808585497}","{""pop_size"": 100, ""max_iter"": 50, ""w_max"": 0.9, ""w_min"": 0.4, ""c1"": 2, ""c2"": 2}"
15,pso,sma,23,fixed,-821.963946782728,821.963946782728,617.367879785237,51,5685.02357699981,False,"{""short_window"": 22.092675339476717, ""long_window"": 61.28459633412269}","{""pop_size"": 100, ""max_iter"": 50, ""w_max"": 0.9, ""w_min"": 0.4, ""c1"": 2, ""c2"": 2}"
16,pso,sma,14,fixed,-931.175318631482,931.175318631482,1153.51007806138,51,5854.59765499945,False,"{""short_window"": 46.84651888218603, ""long_window"": 200.0}","{""pop_size"": 100, ""max_iter"": 50, ""w_max"": 0.9, ""w_min"": 0.4, ""c1"": 2, ""c2"": 2}"
17,pso,sma,15,fixed,-932.49722762536,932.49722762536,1180.27572148885,51,5854.37810999974,False,"{""short_window"": 49.41005355757099, ""long_window"": 196.54284969935844}","{""pop_size"": 100, ""max_iter"": 50, ""w_max"": 0.9, ""w_min"": 0.4, ""c1"": 2, ""c2"": 2}"
18,pso,sma,17,fixed,-932.49722762536,932.49722762536,1180.27572148885,51,5859.67904099925,False,"{""short_window"": 48.75856860392879, ""long_window"": 196.73894981641328}","{""pop_size"": 100, ""max_iter"": 50, ""w_max"": 0.9, ""w_min"": 0.4, ""c1"": 2, ""c2"": 2}"
19,pso,sma,16,fixed,-932.49722762536,932.49722762536,1180.27572148885,51,5870.45814700105,False,"{""short_window"": 48.98233045919571, ""long_window"": 196.92407019514252}","{""pop_size"": 100, ""max_iter"": 50, ""w_max"": 0.9, ""w_min"": 0.4, ""c1"": 2, ""c2"": 2}"
20,pso,sma,21,fixed,-932.49722762536,932.49722762536,1180.27572148885,51,5876.06690599932,False,"{""short_window"": 48.573325413522326, ""long_window"": 196.74796615069255}","{""pop_size"": 100, ""max_iter"": 50, ""w_max"": 0.9, ""w_min"": 0.4, ""c1"": 2, ""c2"": 2}"
21,pso,sma,19,fixed,-932.49722762536,932.49722762536,1180.27572148885,51,5884.7771540004,False,"{""short_window"": 48.5537965726773, ""long_window"": 197.06810035720522}","{""pop_size"": 100, ""max_iter"": 50, ""w_max"": 0.9, ""w_min"": 0.4, ""c1"": 2, ""c2"": 2}"
22,pso,sma,22,fixed,-932.49722762536,932.49722762536,1180.27572148885,51,5874.29813199924,False,"{""short_window"": 48.987451600418666, ""long_window"": 197.28449835673717}","{""pop_size"": 100, ""max_iter"": 50, ""w_max"": 0.9, ""w_min"": 0.4, ""c1"": 2, ""c2"": 2}"
23,pso,sma,20,fixed,-932.49722762536,932.49722762536,1180.27572148885,51,5885.13624000007,False,"{""short_window"": 48.642887836181046, ""long_window"": 197.1240701628007}","{""pop_size"": 100, ""max_iter"": 50, ""w_max"": 0.9, ""w_min"": 0.4, ""c1"": 2, ""c2"": 2}"
24,pso,sma,24,fixed,-932.49722762536,932.49722762536,1180.27572148885,51,5813.96895500075,False,"{""short_window"": 49.03906210760627, ""long_window"": 196.89764990327643}","{""pop_size"": 100, ""max_iter"": 50, ""w_max"": 0.9, ""w_min"": 0.4, ""c1"": 2, ""c2"": 2}"
25,pso,sma,25,fixed,-931.175318631482,931.175318631482,1153.51007806138,51,5823.93163399865,False,"{""short_window"": 47.06888372518075, ""long_window"": 200.0}","{""pop_size"": 100, ""max_iter"": 50, ""w_max"": 0.9, ""w_min"": 0.4, ""c1"": 2, ""c2"": 2}"
26,pso,sma,26,fixed,-932.49722762536,932.49722762536,1180.27572148885,51,5845.95763799916,False,"{""short_window"": 49.02994465940836, ""long_window"": 196.51396362490485}","{""pop_size"": 100, ""max_iter"": 50, ""w_max"": 0.9, ""w_min"": 0.4, ""c1"": 2, ""c2"": 2}"
27,pso,sma,27,fixed,-932.49722762536,932.49722762536,1180.27572148885,51,5842.73005599971,False,"{""short_window"": 48.83243818224324, ""long_window"": 197.47349105609692}","{""pop_size"": 100, ""max_iter"": 50, ""w_max"": 0.9, ""w_min"": 0.4, ""c1"": 2, ""c2"": 2}"
28,pso,lma,1,fixed,-800.109005668366,800.109005668366,487.740312063578,51,5694.79727900034,False,"{""short_window"": 34.854012356988726, ""long_window"": 56.00079086051759}","{""pop_size"": 100, ""max_iter"": 50, ""w_max"": 0.9, ""w_min"": 0.4, ""c1"": 2, ""c2"": 2}"
29,pso,lma,2,fixed,-776.262974610292,776.262974610292,671.50931478053,51,5707.29080699857,False,"{""short_window"": 20.366909063179627, ""long_window"": 85.09471690618517}","{""pop_size"": 100, ""max_iter"": 50, ""w_max"": 0.9, ""w_min"": 0.4, ""c1"": 2, ""c2"": 2}"
30,pso,lma,4,fixed,-800.109005668366,800.109005668366,487.740312063578,51,5709.42266699967,False,"{""short_window"": 35.32741601905563, ""long_window"": 55.89612213735186}","{""pop_size"": 100, ""max_iter"": 50, ""w_max"": 0.9, ""w_min"": 0.4, ""c1"": 2, ""c2"": 2}"
31,pso,lma,5,fixed,-776.262974610292,776.262974610292,671.50931478053,51,5710.38235500055,False,"{""short_window"": 20.225066068356746, ""long_window"": 84.57077570367804}","{""pop_size"": 100, ""max_iter"": 50, ""w_max"": 0.9, ""w_min"": 0.4, ""c1"": 2, ""c2"": 2}"
32,pso,lma,3,fixed,-776.262974610292,776.262974610292,671.50931478053,51,5715.42859299916,False,"{""short_window"": 20.11619400647731, ""long_window"": 85.35358080641636}","{""pop_size"": 100, ""max_iter"": 50, ""w_max"": 0.9, ""w_min"": 0.4, ""c1"": 2, ""c2"": 2}"
33,pso,sma,28,fixed,-931.175318631482,931.175318631482,1153.51007806138,51,5831.66160200017,False,"{""short_window"": 47.30221432423593, ""long_window"": 200.0}","{""pop_size"": 100, ""max_iter"": 50, ""w_max"": 0.9, ""w_min"": 0.4, ""c1"": 2, ""c2"": 2}"
34,pso,sma,29,fixed,-932.49722762536,932.49722762536,1180.27572148885,51,5830.22781099862,False,"{""short_window"": 48.58839464908614, ""long_window"": 196.88084121795362}","{""pop_size"": 100, ""max_iter"": 50, ""w_max"": 0.9, ""w_min"": 0.4, ""c1"": 2, ""c2"": 2}"
35,pso,lma,0,fixed,-818.928633013523,818.928633013523,907.977723746608,51,5817.42919499993,False,"{""short_window"": 21.339115816803126, ""long_window"": 195.31993204386802}","{""pop_size"": 100, ""max_iter"": 50, ""w_max"": 0.9, ""w_min"": 0.4, ""c1"": 2, ""c2"": 2}"
36,pso,lma,6,fixed,-776.262974610292,776.262974610292,671.50931478053,51,5693.44472599914,False,"{""short_window"": 19.939784459075565, ""long_window"": 85.34543306507297}","{""pop_size"": 100, ""max_iter"": 50, ""w_max"": 0.9, ""w_min"": 0.4, ""c1"": 2, ""c2"": 2}"
37,pso,lma,10,fixed,-779.401803493695,779.401803493695,624.457879235916,51,5684.29605100027,False,"{""short_window"": 37.04586145160677, ""long_window"": 68.77250411549475}","{""pop_size"": 100, ""max_iter"": 50, ""w_max"": 0.9, ""w_min"": 0.4, ""c1"": 2, ""c2"": 2}"
38,pso,lma,8,fixed,-800.109005668366,800.109005668366,487.740312063578,51,5707.78895600051,False,"{""short_window"": 35.1990574678632, ""long_window"": 55.70265509863737}","{""pop_size"": 100, ""max_iter"": 50, ""w_max"": 0.9, ""w_min"": 0.4, ""c1"": 2, ""c2"": 2}"
39,pso,lma,9,fixed,-800.109005668366,800.109005668366,487.740312063578,51,5707.70885300044,False,"{""short_window"": 35.120742819521645, ""long_window"": 56.399309354682444}","{""pop_size"": 100, ""max_iter"": 50, ""w_max"": 0.9, ""w_min"": 0.4, ""c1"": 2, ""c2"": 2}"
40,pso,lma,11,fixed,-800.109005668366,800.109005668366,487.740312063578,51,5716.6139029996,False,"{""short_window"": 34.86737265976509, ""long_window"": 56.48644057655037}","{""pop_size"": 100, ""max_iter"": 50, ""w_max"": 0.9, ""w_min"": 0.4, ""c1"": 2, ""c2"": 2}"
41,pso,lma,7,fixed,-818.928633013523,818.928633013523,907.977723746608,51,5822.94847100093,False,"{""short_window"": 21.065501229557764, ""long_window"": 194.89628667130856}","{""pop_size"": 100, ""max_iter"": 50, ""w_max"": 0.9, ""w_min"": 0.4, ""c1"": 2, ""c2"": 2}"
42,pso,lma,14,fixed,-800.109005668366,800.109005668366,487.740312063578,51,5714.53929800009,False,"{""short_window"": 34.77763366259507, ""long_window"": 55.68173433755147}","{""pop_size"": 100, ""max_iter"": 50, ""w_max"": 0.9, ""w_min"": 0.4, ""c1"": 2, ""c2"": 2}"
43,pso,lma,13,fixed,-800.109005668366,800.109005668366,487.740312063578,51,5718.00534200156,False,"{""short_window"": 35.182882179407194, ""long_window"": 56.12206843500623}","{""pop_size"": 100, ""max_iter"": 50, ""w_max"": 0.9, ""w_min"": 0.4, ""c1"": 2, ""c2"": 2}"
44,pso,lma,17,fixed,-800.109005668366,800.109005668366,487.740312063578,51,5684.01893600094,False,"{""short_window"": 35.41289406599705, ""long_window"": 55.626985461813604}","{""pop_size"": 100, ""max_iter"": 50, ""w_max"": 0.9, ""w_min"": 0.4, ""c1"": 2, ""c2"": 2}"
45,pso,lma,15,fixed,-800.109005668366,800.109005668366,487.740312063578,51,5698.19112000005,False,"{""short_window"": 35.47693934645913, ""long_window"": 56.06166650749538}","{""pop_size"": 100, ""max_iter"": 50, ""w_max"": 0.9, ""w_min"": 0.4, ""c1"": 2, ""c2"": 2}"
46,pso,lma,16,fixed,-776.262974610292,776.262974610292,671.50931478053,51,5702.27775499916,False,"{""short_window"": 20.072781936376163, ""long_window"": 84.79585597663376}","{""pop_size"": 100, ""max_iter"": 50, ""w_max"": 0.9, ""w_min"": 0.4, ""c1"": 2, ""c2"": 2}"
47,pso,lma,12,fixed,-818.928633013523,818.928633013523,907.977723746608,51,5844.60751999905,False,"{""short_window"": 20.652213000331813, ""long_window"": 194.6072551355009}","{""pop_size"": 100, ""max_iter"": 50, ""w_max"": 0.9, ""w_min"": 0.4, ""c1"": 2, ""c2"": 2}"
48,pso,lma,18,fixed,-800.109005668366,800.109005668366,487.740312063578,51,5749.80546699953,False,"{""short_window"": 35.43117543801771, ""long_window"": 55.7238549177442}","{""pop_size"": 100, ""max_iter"": 50, ""w_max"": 0.9, ""w_min"": 0.4, ""c1"": 2, ""c2"": 2}"
49,pso,lma,19,fixed,-776.262974610292,776.262974610292,671.50931478053,51,5755.96960399889,False,"{""short_window"": 20.19841248757973, ""long_window"": 85.30797978872351}","{""pop_size"": 100, ""max_iter"": 50, ""w_max"": 0.9, ""w_min"": 0.4, ""c1"": 2, ""c2"": 2}"
50,pso,lma,20,fixed,-800.109005668366,800.109005668366,487.740312063578,51,5778.74490199974,False,"{""short_window"": 34.589610897995485, ""long_window"": 55.52082409565447}","{""pop_size"": 100, ""max_iter"": 50, ""w_max"": 0.9, ""w_min"": 0.4, ""c1"": 2, ""c2"": 2}"
51,pso,lma,21,fixed,-800.109005668366,800.109005668366,487.740312063578,51,5772.59395699912,False,"{""short_window"": 34.62308052151017, ""long_window"": 56.160492861852646}","{""pop_size"": 100, ""max_iter"": 50, ""w_max"": 0.9, ""w_min"": 0.4, ""c1"": 2, ""c2"": 2}"
52,pso,lma,23,fixed,-800.109005668366,800.109005668366,487.740312063578,51,5763.24618199942,False,"{""short_window"": 34.674626289431835, ""long_window"": 56.399463279664914}","{""pop_size"": 100, ""max_iter"": 50, ""w_max"": 0.9, ""w_min"": 0.4, ""c1"": 2, ""c2"": 2}"
53,pso,lma,27,fixed,-772.378132202087,772.378132202087,605.468432619929,51,5744.35816100049,True,"{""short_window"": 23.622976436757764, ""long_window"": 64.07266231756411}","{""pop_size"": 100, ""max_iter"": 50, ""w_max"": 0.9, ""w_min"": 0.4, ""c1"": 2, ""c2"": 2}"
54,pso,lma,22,fixed,-776.262974610292,776.262974610292,671.50931478053,51,5792.69432799993,False,"{""short_window"": 20.446375456341787, ""long_window"": 85.11080357216099}","{""pop_size"": 100, ""max_iter"": 50, ""w_max"": 0.9, ""w_min"": 0.4, ""c1"": 2, ""c2"": 2}"
55,pso,lma,24,fixed,-800.109005668366,800.109005668366,487.740312063578,51,5783.15040999951,False,"{""short_window"": 35.41861085088446, ""long_window"": 55.596025418283666}","{""pop_size"": 100, ""max_iter"": 50, ""w_max"": 0.9, ""w_min"": 0.4, ""c1"": 2, ""c2"": 2}"
56,pso,lma,25,fixed,-800.109005668366,800.109005668366,487.740312063578,51,5786.83134300081,False,"{""short_window"": 34.825045504943446, ""long_window"": 56.297945044577496}","{""pop_size"": 100, ""max_iter"": 50, ""w_max"": 0.9, ""w_min"": 0.4, ""c1"": 2, ""c2"": 2}"
57,pso,lma,26,fixed,-800.109005668366,800.109005668366,487.740312063578,51,5761.29925299938,False,"{""short_window"": 34.733030368216156, ""long_window"": 56.16146207510908}","{""pop_size"": 100, ""max_iter"": 50, ""w_max"": 0.9, ""w_min"": 0.4, ""c1"": 2, ""c2"": 2}"
58,pso,lma,28,fixed,-800.109005668366,800.109005668366,487.740312063578,51,5770.95711599941,False,"{""short_window"": 34.688504339794214, ""long_window"": 56.0789528373031}","{""pop_size"": 100, ""max_iter"": 50, ""w_max"": 0.9, ""w_min"": 0.4, ""c1"": 2, ""c2"": 2}"
59,pso,lma,29,fixed,-776.262974610292,776.262974610292,671.50931478053,51,5792.082725,False,"{""short_window"": 20.252060697831972, ""long_window"": 85.19473536895569}","{""pop_size"": 100, ""max_iter"": 50, ""w_max"": 0.9, ""w_min"": 0.4, ""c1"": 2, ""c2"": 2}"
60,pso,ema_shared,0,fixed,-79852.6034441181,79852.6034441181,6128.39075813623,51,6062.50377099968,False,"{""short_window"": 43.02182042942634, ""long_window"": 124.06513046080684, ""alpha"": 0.7559671386324236}","{""pop_size"": 100, ""max_iter"": 50, ""w_max"": 0.9, ""w_min"": 0.4, ""c1"": 2, ""c2"": 2}"
61,pso,ema_shared,3,fixed,-111886.78532733,111886.78532733,3389.59019900498,51,6044.00957800135,False,"{""short_window"": 40.82200023389497, ""long_window"": 97.58007282017074, ""alpha"": 0.7989879631053525}","{""pop_size"": 100, ""max_iter"": 50, ""w_max"": 0.9, ""w_min"": 0.4, ""c1"": 2, ""c2"": 2}"
62,pso,ema_shared,1,fixed,-65713.1101540836,65713.1101540836,4417.5002004048,51,6078.51156600009,False,"{""short_window"": 36.28253899942881, ""long_window"": 114.68772980511604, ""alpha"": 0.8632139419400697}","{""pop_size"": 100, ""max_iter"": 50, ""w_max"": 0.9, ""w_min"": 0.4, ""c1"": 2, ""c2"": 2}"
63,pso,ema_shared,2,fixed,-49617.2250600735,49617.2250600735,1000,51,6073.69344799918,False,"{""short_window"": 34.32396273916989, ""long_window"": 112.81561443755665, ""alpha"": 0.729581556611366}","{""pop_size"": 100, ""max_iter"": 50, ""w_max"": 0.9, ""w_min"": 0.4, ""c1"": 2, ""c2"": 2}"
64,pso,ema_shared,8,fixed,-67554.6198844434,67554.6198844434,4269.76046176592,51,6059.50292899979,False,"{""short_window"": 29.984657527298598, ""long_window"": 92.97437035234593, ""alpha"": 0.8638014201689497}","{""pop_size"": 100, ""max_iter"": 50, ""w_max"": 0.9, ""w_min"": 0.4, ""c1"": 2, ""c2"": 2}"
65,pso,ema_shared,5,fixed,-99466.5417958344,99466.5417958344,1000,51,6075.95025000046,False,"{""short_window"": 41.07492913456759, ""long_window"": 137.871909605508, ""alpha"": 0.6599292283317972}","{""pop_size"": 100, ""max_iter"": 50, ""w_max"": 0.9, ""w_min"": 0.4, ""c1"": 2, ""c2"": 2}"
66,pso,ema_shared,4,fixed,-128895.980319834,128895.980319834,2648.08375793658,51,6105.59090999959,False,"{""short_window"": 40.509586869771574, ""long_window"": 154.15532806205266, ""alpha"": 0.6183687605136403}","{""pop_size"": 100, ""max_iter"": 50, ""w_max"": 0.9, ""w_min"": 0.4, ""c1"": 2, ""c2"": 2}"
67,pso,ema_shared,10,fixed,-188575.414633319,188575.414633319,1000,51,6052.20074099998,False,"{""short_window"": 49.96464281092137, ""long_window"": 129.0207628583788, ""alpha"": 0.5570847464505195}","{""pop_size"": 100, ""max_iter"": 50, ""w_max"": 0.9, ""w_min"": 0.4, ""c1"": 2, ""c2"": 2}"
68,pso,ema_shared,9,fixed,-47146.875652402,47146.875652402,1000,51,6107.80754999905,False,"{""short_window"": 25.776953348631583, ""long_window"": 137.05386054902982, ""alpha"": 0.8071349640832108}","{""pop_size"": 100, ""max_iter"": 50, ""w_max"": 0.9, ""w_min"": 0.4, ""c1"": 2, ""c2"": 2}"
69,pso,ema_shared,6,fixed,-94849.6307906651,94849.6307906651,1000,51,6127.01741700039,False,"{""short_window"": 29.823588695386874, ""long_window"": 133.14548452789546, ""alpha"": 0.8185592249602383}","{""pop_size"": 100, ""max_iter"": 50, ""w_max"": 0.9, ""w_min"": 0.4, ""c1"": 2, ""c2"": 2}"
70,pso,ema_shared,7,fixed,-77444.3928035982,77444.3928035982,1000,51,6188.53057500019,False,"{""short_window"": 27.123888293494957, ""long_window"": 171.72356667647148, ""alpha"": 0.798465646916297}","{""pop_size"": 100, ""max_iter"": 50, ""w_max"": 0.9, ""w_min"": 0.4, ""c1"": 2, ""c2"": 2}"
71,pso,ema_shared,11,fixed,-144933.888713048,144933.888713048,5265.98657966804,51,6085.59158699973,False,"{""short_window"": 32.10348800411074, ""long_window"": 115.2604107318553, ""alpha"": 0.7671891511777312}","{""pop_size"": 100, ""max_iter"": 50, ""w_max"": 0.9, ""w_min"": 0.4, ""c1"": 2, ""c2"": 2}"
72,pso,ema_shared,12,fixed,-107674.710159437,107674.710159437,3135.49471043225,51,5949.87062399923,False,"{""short_window"": 36.538037672962744, ""long_window"": 94.21077348124403, ""alpha"": 0.708813776144932}","{""pop_size"": 100, ""max_iter"": 50, ""w_max"": 0.9, ""w_min"": 0.4, ""c1"": 2, ""c2"": 2}"
73,pso,ema_shared,13,fixed,-51959.7809246729,51959.7809246729,3507.87162975267,50,5956.01065700066,True,"{""short_window"": 17.019555055462547, ""long_window"": 84.0049682910772, ""alpha"": 0.8643568392123925}","{""pop_size"": 100, ""max_iter"": 50, ""w_max"": 0.9, ""w_min"": 0.4, ""c1"": 2, ""c2"": 2}"
74,pso,ema_shared,15,fixed,-103623.884175308,103623.884175308,10074.6391018624,51,5961.75474299889,False,"{""short_window"": 28.336972090524124, ""long_window"": 65.9, ""alpha"": 0.7178513025775896}","{""pop_size"": 100, ""max_iter"": 50, ""w_max"": 0.9, ""w_min"": 0.4, ""c1"": 2, ""c2"": 2}"
75,pso,ema_shared,14,fixed,-158115.972698631,158115.972698631,5051.09344242732,51,6057.19433800005,False,"{""short_window"": 50.0, ""long_window"": 144.58080629633895, ""alpha"": 0.6263293758073042}","{""pop_size"": 100, ""max_iter"": 50, ""w_max"": 0.9, ""w_min"": 0.4, ""c1"": 2, ""c2"": 2}"
76,pso,ema_shared,19,fixed,-91458.4758280131,91458.4758280131,1000,51,5949.0378419996,False,"{""short_window"": 26.19846743144579, ""long_window"": 80.60498839221877, ""alpha"": 0.7828210134640194}","{""pop_size"": 100, ""max_iter"": 50, ""w_max"": 0.9, ""w_min"": 0.4, ""c1"": 2, ""c2"": 2}"
77,pso,ema_shared,17,fixed,-64942.6818254845,64942.6818254845,1058.79420453148,51,5997.88174100104,False,"{""short_window"": 25.641171690351204, ""long_window"": 104.59784508781566, ""alpha"": 0.8191961533013502}","{""pop_size"": 100, ""max_iter"": 50, ""w_max"": 0.9, ""w_min"": 0.4, ""c1"": 2, ""c2"": 2}"
78,pso,ema_shared,18,fixed,-100390.059046032,100390.059046032,1000,51,6047.14531100035,False,"{""short_window"": 34.3427584096138, ""long_window"": 128.5690122785534, ""alpha"": 0.768075427529399}","{""pop_size"": 100, ""max_iter"": 50, ""w_max"": 0.9, ""w_min"": 0.4, ""c1"": 2, ""c2"": 2}"
79,pso,ema_shared,16,fixed,-81001.7108695516,81001.7108695516,930.350422070111,51,6113.96066699854,False,"{""short_window"": 19.82331175474524, ""long_window"": 107.11195473623502, ""alpha"": 0.8573951115991355}","{""pop_size"": 100, ""max_iter"": 50, ""w_max"": 0.9, ""w_min"": 0.4, ""c1"": 2, ""c2"": 2}"
80,pso,ema_shared,20,fixed,-92377.9536531558,92377.9536531558,1000,51,6094.23050300029,False,"{""short_window"": 41.91267527102394, ""long_window"": 162.3463694684542, ""alpha"": 0.570381362310625}","{""pop_size"": 100, ""max_iter"": 50, ""w_max"": 0.9, ""w_min"": 0.4, ""c1"": 2, ""c2"": 2}"
81,pso,ema_shared,21,fixed,-67196.0244700857,67196.0244700857,1000,51,6119.51367800066,False,"{""short_window"": 31.865490683153734, ""long_window"": 147.43804286503368, ""alpha"": 0.7894689485746111}","{""pop_size"": 100, ""max_iter"": 50, ""w_max"": 0.9, ""w_min"": 0.4, ""c1"": 2, ""c2"": 2}"
82,pso,ema_shared,23,fixed,-95161.0447966872,95161.0447966872,4043.85062545134,51,6032.13465800036,False,"{""short_window"": 35.28892376671808, ""long_window"": 135.6635832219009, ""alpha"": 0.7630544599977388}","{""pop_size"": 100, ""max_iter"": 50, ""w_max"": 0.9, ""w_min"": 0.4, ""c1"": 2, ""c2"": 2}"
83,pso,ema_shared,22,fixed,-97176.6892237473,97176.6892237473,2543.81867838852,51,6138.41057599893,False,"{""short_window"": 49.75807492533596, ""long_window"": 152.58854825887383, ""alpha"": 0.7127330648044921}","{""pop_size"": 100, ""max_iter"": 50, ""w_max"": 0.9, ""w_min"": 0.4, ""c1"": 2, ""c2"": 2}"
84,pso,ema_shared,24,fixed,-79491.4238503055,79491.4238503055,874.963703230133,51,6112.64745699918,False,"{""short_window"": 31.693258410720823, ""long_window"": 186.74757300054137, ""alpha"": 0.8500086851251323}","{""pop_size"": 100, ""max_iter"": 50, ""w_max"": 0.9, ""w_min"": 0.4, ""c1"": 2, ""c2"": 2}"
85,pso,ema_shared,25,fixed,-99466.8216754292,99466.8216754292,824.624886924937,51,6016.90848899852,False,"{""short_window"": 43.29147042604325, ""long_window"": 95.97851864983012, ""alpha"": 0.8227234462137853}","{""pop_size"": 100, ""max_iter"": 50, ""w_max"": 0.9, ""w_min"": 0.4, ""c1"": 2, ""c2"": 2}"
86,pso,ema_shared,27,fixed,-68125.4238794319,68125.4238794319,832.163480200433,51,5970.0166319999,False,"{""short_window"": 45.2, ""long_window"": 110.12120170365536, ""alpha"": 0.6681269504841063}","{""pop_size"": 100, ""max_iter"": 50, ""w_max"": 0.9, ""w_min"": 0.4, ""c1"": 2, ""c2"": 2}"
87,pso,ema_independent,0,fixed,-11840.3452459298,11840.3452459298,4296.9696617001,51,5885.8214310003,False,"{""short_window"": 46.43990488718409, ""long_window"": 72.05167022920702, ""alpha_short"": 1e-06, ""alpha_long"": 0.15015559527668726}","{""pop_size"": 100, ""max_iter"": 50, ""w_max"": 0.9, ""w_min"": 0.4, ""c1"": 2, ""c2"": 2}"
88,pso,ema_shared,26,fixed,-76515.294341244,76515.294341244,866.876373817598,51,6096.70308100067,False,"{""short_window"": 28.424488055385705, ""long_window"": 154.68714652589617, ""alpha"": 0.7573069143653117}","{""pop_size"": 100, ""max_iter"": 50, ""w_max"": 0.9, ""w_min"": 0.4, ""c1"": 2, ""c2"": 2}"
89,pso,ema_shared,28,fixed,-111680.523891444,111680.523891444,875.851627267243,51,6031.67330500037,False,"{""short_window"": 32.578187628496515, ""long_window"": 146.0803034868523, ""alpha"": 0.8017213635978884}","{""pop_size"": 100, ""max_iter"": 50, ""w_max"": 0.9, ""w_min"": 0.4, ""c1"": 2, ""c2"": 2}"
